Reachability,Admin Status,Device Name,IP Address,DNS Name,Device Type,Last Inventory Collection Status,Last Successful Collection Time,Software Version,Location,Creation Timestamp,Serial Number
REACHABLE,Managed,CRB-NZMA-EN1-C516Z,114.1.200.227,114.1.200.227,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:44 PM UTC",7.5.2,03CRN158 NAZMA_CRN_MT WEST JAVA,"May 30, 2022 4:12:55 PM UTC",FOC2614PDQT
REACHABLE,Managed,CRB-ORMY-EN1-C506Z,114.1.200.59,114.1.200.59,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:25 PM UTC",7.3.1,03MJL041 ORIMULYA_TB WEST JAVA,"September 6, 2021 5:58:58 PM UTC",FOC2522NGD2
REACHABLE,Managed,CRB-OVSS-EN1-C516Z,114.1.201.144,114.1.201.144,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:55 PM UTC",7.5.2,03SMD164 OVISSA_SMD_IB WEST JAVA,"June 9, 2022 6:24:06 PM UTC",FOC2615KZ6M
REACHABLE,Managed,CRB-PAJT-EN1-C516Z,114.1.200.196,114.1.200.196,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:14:03 PM UTC",7.5.2,03CMS084 PSR_ANJATAN_TB WJRO,"February 25, 2022 6:58:27 PM UTC",FOC2615KZCE
REACHABLE,Managed,CRB-PANS-EN1-C516Z,114.1.200.201,114.1.200.201,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:00 PM UTC",7.5.2,03KNG148 PANIIS_KNG_PL WEST JAVA,"March 18, 2022 1:46:02 PM UTC",FOC2615KZ6C
REACHABLE,Managed,CRB-PBDL-EN1-C516Z,114.1.200.251,114.1.200.251,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:56 PM UTC",7.5.2,03CRN161_PABEDILAN_CRN_ST CIREBON WEST JAVA,"July 14, 2022 3:35:07 PM UTC",FOC2614PDPT
REACHABLE,Managed,CRB-PBLR-EN1-C516Z,114.1.200.128,114.1.200.128,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:07:09 PM UTC",7.3.1,03IND133 PABEANILIR_IND WEST JAVA,"September 15, 2021 9:26:59 AM UTC",FOC2529P7DR
REACHABLE,Managed,CRB-PDRK-EN1-C516Z,114.1.200.254,114.1.200.254,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:40 PM UTC",7.5.2,03MJL126 PADAREK_MJL_GH WEST JAVA,"May 11, 2022 6:00:07 PM UTC",FOC2615KZ4B
REACHABLE,Managed,CRB-PGSC-EN1-C506Z,114.1.200.141,114.1.200.141,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:02 PM UTC",7.3.1,03CRN049 PANGGANGSARI_CRN_TB CIREBON WEST JAVA,"May 10, 2021 5:05:58 PM UTC",FOC2503PG19
REACHABLE,Managed,CRB-PJBC-EN1-C506Z,114.1.200.182,114.1.200.182,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:11:06 PM UTC",7.3.2,03CRN178_PEJAMBON_CRN CIREBON WEST JAVA,"January 15, 2022 2:29:38 AM UTC",FOC2542NBHD
REACHABLE,Managed,CRB-PJTW-EN1-C55A2,114.1.201.97,114.1.201.97,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:07:37 PM UTC",7.3.1,03SMD019 PASEH_JATIWANGI WEST JAVA,"October 11, 2021 7:33:38 AM UTC",undefined
REACHABLE,Managed,CRB-PKBG-EN1-C506Z,114.1.200.156,114.1.200.156,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:10:05 PM UTC",7.3.2,03KNG077 PAKEMBANGAN_ST WEST JAVA,"November 16, 2021 10:39:49 AM UTC",FOC2522NGDU
UNREACHABLE,Managed,CRB-PKMW-EN1-C516Z,114.1.201.164,114.1.201.164,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"June 24, 2022 10:13:41 PM UTC",7.5.2,03CRN169 PKMWINONG_MT CIREBON WEST JAVA,"May 27, 2022 5:58:59 PM UTC",FOC2615KZ2V
REACHABLE,Managed,CRB-PLBN-CN1-C9910,114.1.200.1,114.1.200.1,Cisco ASR 9910 Router,Completed,"July 20, 2022 10:32:33 PM UTC",7.3.2,03CRN009 PLUMBON CIREBON WEST JAVA,"November 11, 2021 7:22:42 AM UTC",FOC2504R0UZ
REACHABLE,Managed,CRB-PLBN-CN2-C9910,114.1.200.2,114.1.200.2,Cisco ASR 9910 Router,Completed,"July 20, 2022 10:35:04 PM UTC",7.3.2,03CRN009 PLUMBON CIREBON WEST JAVA,"March 17, 2022 4:15:24 PM UTC",FOC2505R02W
REACHABLE,Managed,CRB-PLEA-EN1-C506Z,114.1.200.233,114.1.200.233,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:17:39 PM UTC",7.5.2,03IND085 PASARLELEA_TB WEST JAVA,"June 8, 2022 10:31:44 AM UTC",FOC2551N3X5
REACHABLE,Managed,CRB-PLMN-EN1-C55A2,114.1.200.103,114.1.200.103,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:05:13 PM UTC",7.3.1,03CRN008 PALIMANAN WEST JAVA,"July 22, 2021 10:53:46 PM UTC",FOC2517R1K3
REACHABLE,Managed,CRB-PLSH-EN1-C506Z,114.1.200.49,114.1.200.49,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:03:03 PM UTC",7.3.1,03MJL032 PALASAH_TB WEST JAVA,"March 23, 2021 12:03:08 PM UTC",FOC2503PGD0
REACHABLE,Managed,CRB-PNDH-EN1-C516Z,114.1.200.215,114.1.200.215,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:12:26 PM UTC",7.3.2,03IND057 PONDOH_TB CIREBON WEST JAVA ,"February 8, 2022 12:11:49 PM UTC",FOC2552NACD
REACHABLE,Managed,CRB-PNOB-EN1-C516Z,114.1.201.98,114.1.201.98,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:29 PM UTC",7.3.1,03CRN063 PANONGAN_TB WEST JAVA,"July 9, 2021 6:05:23 PM UTC",FOC2524NTYB
REACHABLE,Managed,CRB-PSBR-EN1-C516Z,114.1.201.141,114.1.201.141,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:14 PM UTC",7.5.2,03SMD048 PASIR_BARU WEST JAVA,"May 16, 2022 7:48:44 PM UTC",FOC2614K9BK
REACHABLE,Managed,CRB-PSHM-EN1-C516Z,114.1.200.167,114.1.200.167,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:08:50 PM UTC",7.3.1,03MJL112_PALASAH_MJL_MT CIREBON WEST JAVA,"October 20, 2021 4:10:02 PM UTC",FOC2535N9BK
REACHABLE,Managed,CRB-PSLM-EN1-C516Z,114.1.200.248,114.1.200.248,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:22 PM UTC",7.5.2,03CRN088 PASALEMAN_TB WEST JAVA,"February 19, 2022 10:43:12 AM UTC",FOC2615KZ6A
REACHABLE,Managed,CRB-PSPN-EN1-C506Z,114.1.200.39,114.1.200.39,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:31 PM UTC",7.3.1,03MJL064 PSRPRAPATAN_TB WEST JAVA,"September 1, 2021 7:01:16 PM UTC",FOC2523N4DU
REACHABLE,Managed,CRB-PSWH-EN1-C516Z,114.1.200.202,114.1.200.202,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:15 PM UTC",7.3.27,03KNG037 PASAWAHAN_SKP_TB WEST JAVA,"March 16, 2022 9:06:23 AM UTC",FOC2611N7Q7
REACHABLE,Managed,CRB-PTBL-EN1-C506Z,114.1.200.115,114.1.200.115,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:03 PM UTC",7.3.1,03IND027-PERTAMINA_BLGN_TB,"April 26, 2021 10:00:22 PM UTC",FOC2502NNCQ
REACHABLE,Managed,CRB-PTMB-EN1-C516Z,114.1.202.39,114.1.202.39,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:58 PM UTC",7.5.2,104284 PERTAMINABALONGAN_MT CIREBON WEST JAVA,"July 14, 2022 3:51:22 PM UTC",FOC2614K9UW
REACHABLE,Managed,CRB-PWNG-EN1-C506Z,114.1.200.76,114.1.200.76,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:13:07 PM UTC",7.3.2,03KNG031 PURWAWINANGUN_KNG WEST JAVA,"November 5, 2021 4:13:08 PM UTC",FOC2532N3V0
REACHABLE,Managed,CRB-PYKN-EN1-C506Z,114.1.200.53,114.1.200.53,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:08:56 PM UTC",7.3.1,03MJL067 PANYINGKIRAN_PL WEST JAVA,"October 22, 2021 7:56:34 PM UTC",FOC2533N4JH
REACHABLE,Managed,CRB-RCCI-EN1-C516Z,114.1.201.137,114.1.201.137,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:05 PM UTC",7.5.2,03GRT163 RANCACIUNG_GRT_PL WEST JAVA,"March 15, 2022 4:16:50 PM UTC",FOC2613NSPU
REACHABLE,Managed,CRB-RDBW-EN1-C516Z,114.1.200.199,114.1.200.199,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:53 PM UTC",7.3.27,03KNG052 RANDO_BAWAILIR_TB WEST JAVA,"April 23, 2022 11:59:17 AM UTC",FOC2611N7NZ
REACHABLE,Managed,CRB-RDKL-EN1-C506Z,114.1.200.46,114.1.200.46,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:02 PM UTC",7.3.1,03MJL077 RANDEGAN_KULON_PL WEST JAVA,"May 12, 2021 6:56:35 AM UTC",FOC2503PGAS
REACHABLE,Managed,CRB-RJGL-EN1-C516Z,114.1.195.98,114.1.195.98,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:51 PM UTC",7.3.1,03MJL004 RAJAGALUH WEAST JAVA,"May 17, 2021 6:14:10 AM UTC",FOC2506P4RW
REACHABLE,Managed,CRB-RJIY-EN1-C506Z,114.1.200.230,114.1.200.230,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:16:40 PM UTC",7.5.2,03IND103 RAJAIYANG_MT WEST JAVA,"May 11, 2022 8:10:41 PM UTC",FOC2551N41Y
REACHABLE,Managed,CRB-RMBT-EN1-C506Z,114.1.200.153,114.1.200.153,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:09:55 PM UTC",7.3.2,03KNG140 RAMBATAN_KNG_ST WEST JAVA,"November 11, 2021 9:38:04 AM UTC",FOC2522NGHD
UNREACHABLE,Managed,CRB-RTGM-EN1-C506Z,114.1.200.15,114.1.200.15,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 16, 2022 10:06:18 PM UTC",7.3.1,03MJL088 ROAD_TO_GUNUNGMANIK_GH WEST JAVA,"August 31, 2021 4:48:45 PM UTC",FOC2522P2LG
REACHABLE,Managed,CRB-SBWT-EN1-C516Z,114.1.200.235,114.1.200.235,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:39 PM UTC",7.5.2,03MJL133 SUMBERWETAN_MJL_ST WEST JAVA,"May 26, 2022 10:56:21 AM UTC",FOC2615KZJS
REACHABLE,Managed,CRB-SDGI-EN1-C516Z,114.1.200.126,114.1.200.126,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:07:05 PM UTC",7.3.1,03IND125 SINDANG_IND_TB WEST JAVA,"September 11, 2021 12:55:49 PM UTC",FOC2528NHUL
REACHABLE,Managed,CRB-SDKS-EN1-C506Z,114.1.201.147,114.1.201.147,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:13:40 PM UTC",7.3.2,03MJL154_SINDANGKASIH_MJL MAJALENGKA WEST JAVA,"February 28, 2022 9:08:32 AM UTC",FOC2551N3Z1
REACHABLE,Managed,CRB-SDLT-EN1-C516Z,114.1.201.100,114.1.201.100,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:58 PM UTC",7.3.1,03CRN012 SINDANG_LAUT WEST JAVA,"July 9, 2021 7:16:10 PM UTC",FOC2524NTY0
REACHABLE,Managed,CRB-SDNG-EN1-C55A2,114.1.201.99,114.1.201.99,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:04:22 PM UTC",7.3.1,03IND012 SINDANG WEST JAVA,"July 7, 2021 9:30:32 PM UTC",FOC2452R038
REACHABLE,Managed,CRB-SDNW-EN1-C506Z,114.1.200.16,114.1.200.16,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:09 PM UTC",7.3.1,03MJL084 SINDANG_NEW_IB WEST JAVA,"August 31, 2021 4:41:47 PM UTC",FOC2522NGG3
REACHABLE,Managed,CRB-SDOG-EN1-C516Z,114.1.201.101,114.1.201.101,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:34 PM UTC",7.3.1,03CRN030 SEDONG_TB WEST JAVA,"July 9, 2021 6:15:33 PM UTC",FOC2524NTZU
REACHABLE,Managed,CRB-SDSR-EN1-C506Z,114.1.200.65,114.1.200.65,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:09:22 PM UTC",7.3.1,03MJL129 SADASARI_MJL WEST JAVA,"November 3, 2021 6:02:12 AM UTC",FOC2522NGC7
REACHABLE,Managed,CRB-SDWG-EN1-C516Z,114.1.195.99,114.1.195.99,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:38 PM UTC",7.3.1,03MJL065 SINDANGWANGI_TB WEST JAVA,"May 17, 2021 6:26:36 AM UTC",FOC2506P4LY
REACHABLE,Managed,CRB-SDWT-EN1-C516Z,114.1.200.206,114.1.200.206,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:49 PM UTC",7.3.27,03CMS184 SADEWATA_CMS WEST JAVA,"April 13, 2022 8:11:40 PM UTC",FOC2609NH7X
REACHABLE,Managed,CRB-SGJP-EN1-C506Z,114.1.200.114,114.1.200.114,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:03:00 PM UTC",7.3.1,03IND074-SINGAJAYA_PL,"April 26, 2021 9:46:20 PM UTC",FOC2503PGCH
REACHABLE,Managed,CRB-SGKT-EN1-C506Z,114.1.200.29,114.1.200.29,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:01:59 PM UTC",7.3.1,03KNG085 SINGAKERTA CIREBON WEST JAVA,"March 23, 2021 12:03:08 PM UTC",FOC2502NNCL
REACHABLE,Managed,CRB-SGON-EN1-C506Z,114.1.201.121,114.1.201.121,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:14:39 PM UTC",7.3.2,03KNG092 SEGONG_KARANG_KANCANA_PL WEST JAVA,"March 10, 2022 9:57:48 PM UTC",FOC2551P4TT
REACHABLE,Managed,CRB-SGRN-EN1-C516Z,114.1.200.214,114.1.200.214,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:12:44 PM UTC",7.3.2,03IND077 SEGERAN_TB CIREBON WEST JAVA ,"February 8, 2022 12:11:49 PM UTC",FOC2552NAAP
REACHABLE,Managed,CRB-SHJM-EN1-C506Z,114.1.200.137,114.1.200.137,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:06:53 PM UTC",7.3.1,03IND106_SUKAHAJI_MT CIREBON WEST JAVA,"September 15, 2021 9:21:19 PM UTC",FOC2523N4CQ
REACHABLE,Managed,CRB-SIDW-EN1-C506Z,114.1.200.185,114.1.200.185,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:11:06 PM UTC",7.3.2,03CRN175 SIDAWANGI_CRN WEST JAVA,"January 17, 2022 3:18:42 PM UTC",FOC2542NBSH
REACHABLE,Managed,CRB-SKDK-EN1-C516Z,114.1.201.23,114.1.201.23,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:29 PM UTC",7.3.2,03KNG156 SUKADANA_KNG WEST JAVA,"January 25, 2022 3:25:32 PM UTC",FOC2547N45R
REACHABLE,Managed,CRB-SKGM-EN1-C516Z,114.1.200.223,114.1.200.223,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:09 PM UTC",7.3.27,03IND030 SUKAGUMIWANG_TB WEST JAVA,"April 26, 2022 10:48:31 AM UTC",FOC2612NPX0
REACHABLE,Managed,CRB-SKHA-EN1-C516Z,114.1.195.96,114.1.195.96,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:04 PM UTC",7.3.2,03MJL009 SUKAHAJI_IND_TB WEST JAVA,"April 23, 2021 4:12:10 PM UTC",FOC2552NAFS
REACHABLE,Managed,CRB-SKHT-EN1-C516Z,114.1.195.95,114.1.195.95,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:32 PM UTC",7.3.1,03MJL081 SUKAHAJI_NEW WEST JAVA,"June 4, 2021 4:13:42 PM UTC",FOC2506P4PA
REACHABLE,Managed,CRB-SKMT-EN1-C516Z,114.1.200.208,114.1.200.208,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:01 PM UTC",7.5.2,03CMS040 SUKAMANTRI WEST JAVA,"February 9, 2022 6:11:04 PM UTC",FOC2615KZ64
REACHABLE,Managed,CRB-SKRA-EN1-C516Z,114.1.200.197,114.1.200.197,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:44 PM UTC",7.3.27,03IND060 SUKRA WJRO,"February 24, 2022 5:23:48 PM UTC",FOC2612NQRX
REACHABLE,Managed,CRB-SLGD-EN1-C516Z,114.0.249.235,114.0.249.235,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:02:44 PM UTC",7.3.1,03MJL012 SELAGEDANG_TB WEST JAVA,"April 23, 2021 9:55:12 PM UTC",FOC2505N48R
REACHABLE,Managed,CRB-SLJB-EN1-C516Z,114.1.201.128,114.1.201.128,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:25 PM UTC",7.5.2,03KNG018 SELAJAMBE WEST JAVA,"May 24, 2022 8:08:08 AM UTC",FOC2615KZK1
REACHABLE,Managed,CRB-SLWI-EN1-C516Z,114.1.201.136,114.1.201.136,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:17:14 PM UTC",7.5.2,03GRT044 SELAAWI_TB WEST JAVA,"May 18, 2022 3:28:47 AM UTC",FOC2614K9Q5
REACHABLE,Managed,CRB-SLYG-EN1-C516Z,114.1.200.174,114.1.200.174,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:09:31 PM UTC",7.3.1,03IND136 SLIYEGRAYA_IND WEST JAVA,"October 23, 2021 6:36:00 PM UTC",FOC2535N9BQ
REACHABLE,Managed,CRB-SMBR-EN1-C55A2,114.0.130.117,114.0.130.117,Cisco NCS 55A2-MOD-S,Completed,"July 20, 2022 10:05:03 PM UTC",7.3.1,03CRN006 SUMBERCIREBON WEST JAVA,"July 21, 2021 6:56:33 AM UTC",FOC2503R017
REACHABLE,Managed,CRB-SMBW-EN1-C506Z,114.1.200.134,114.1.200.134,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:05:04 PM UTC",7.3.1,03KNG065 SEMBAWA WEST JAVA,"August 9, 2021 3:12:33 PM UTC",FOC2515NZ2L
REACHABLE,Managed,CRB-SMDK-EN1-C506Z,114.1.200.145,114.1.200.145,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:04 PM UTC",7.3.1,03CRN081 SAMADIKUN CIREBON WEST JAVA,"May 18, 2021 5:13:39 PM UTC",FOC2503PG6G
REACHABLE,Managed,CRB-SMRG-EN1-C516Z,114.1.200.176,114.1.200.176,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:09:32 PM UTC",7.3.1,03IND101 SEMIRANG_MT WEST JAVA,"October 26, 2021 5:36:18 PM UTC",FOC2536N3XX
REACHABLE,Managed,CRB-SMRN-EN1-C506Z,114.1.200.183,114.1.200.183,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:10:58 PM UTC",7.3.2,03CRN131 SAMPIRAN_CRN_MT WEST JAVA,"January 7, 2022 3:54:50 AM UTC",FOC2542NRM4
REACHABLE,Managed,CRB-SMSK-EN1-C516Z,114.1.200.207,114.1.200.207,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:35 PM UTC",7.3.27,03CMS185 SMPN2SUKAMANTRI_CMS WEST JAVA,"April 11, 2022 6:06:42 PM UTC",FOC2609NH8K
REACHABLE,Managed,CRB-SMTJ-EN1-C516Z,114.1.201.139,114.1.201.139,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:01 PM UTC",7.5.2,03SMD128 SMP_TJSARI_ST WEST JAVA,"February 8, 2022 5:06:23 PM UTC",FOC2611N7PZ
REACHABLE,Managed,CRB-SNDG-EN1-C506Z,114.1.200.68,114.1.200.68,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:02:02 PM UTC",7.3.1,03MJL083 SINDANGKASIH_NEW_IB WEST JAVA,"March 23, 2021 10:29:58 AM UTC",FOC2502NND4
REACHABLE,Managed,CRB-SNSR-EN1-C516Z,114.1.201.132,114.1.201.132,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:58 PM UTC",7.5.2,03SMD204 SIRNASARI_SMD WEST JAVA,"May 11, 2022 8:22:55 PM UTC",FOC2615KZA5
REACHABLE,Managed,CRB-SRLK-EN1-C506Z,114.1.201.114,114.1.201.114,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:14:56 PM UTC",7.3.2,03MJL020 SKRAJA_MJLNGKA_TB WEST JAVA,"March 11, 2022 2:19:48 AM UTC",FOC2551P4U8
REACHABLE,Managed,CRB-SSKL-EN1-C516Z,114.1.201.102,114.1.201.102,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:26 PM UTC",7.3.1,03CRN105 SUSUKAN_LEBAK_PL WEST JAVA,"July 9, 2021 6:00:15 PM UTC",FOC2524NTY6
REACHABLE,Managed,CRB-STWG-EN1-C516Z,114.1.200.165,114.1.200.165,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:08:38 PM UTC",7.3.1,03MJL113 SUTAWANGI_MJL_PL CIREBON WEST JAVA ,"October 11, 2021 6:00:56 PM UTC",FOC2535N9BA
REACHABLE,Managed,CRB-SYCR-EN1-C506Z,114.1.200.120,114.1.200.120,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:04:34 PM UTC",7.3.1,03CRB015 SUNYARAGI_CRB_IB WEST JAVA,"July 18, 2021 7:13:01 PM UTC",FOC2522NGFN
REACHABLE,Managed,CRB-SYKH-EN1-C506Z,114.1.200.184,114.1.200.184,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:10:59 PM UTC",7.3.2,03CRN147 SYEKH_NURJATI_CRN_PL WEST JAVA,"January 10, 2022 8:12:48 AM UTC",FOC2542NRMB
REACHABLE,Managed,CRB-SYLM-EN1-C506Z,114.1.200.132,114.1.200.132,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:04:56 PM UTC",7.3.1,03KNG112 SYAIRUL_ISLAM_KNG WEST JAVA,"August 8, 2021 6:52:01 PM UTC",FOC2503PG3C
REACHABLE,Managed,CRB-SYTS-EN1-C516Z,114.1.200.130,114.1.200.130,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:07:40 PM UTC",7.3.1,03IND068 SURYA_TOSERBA WEST JAVA,"September 20, 2021 3:40:14 PM UTC",FOC2529P6Y5
REACHABLE,Managed,CRB-TAKU-EN1-C516Z,114.1.200.246,114.1.200.246,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:36 PM UTC",7.3.2,03CRN141_TAKUA_CRN_IB KUNINGAN WEST JAVA,"February 3, 2022 6:17:08 AM UTC",FOC2547N4E9
REACHABLE,Managed,CRB-TALB-EN1-C516Z,114.1.201.103,114.1.201.103,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:04:23 PM UTC",7.3.1,03KNG090 TARIKOLOT_TB WEST JAVA,"June 24, 2021 5:57:15 PM UTC",FOC2506P4JY
REACHABLE,Managed,CRB-TBJY-EN1-C506Z,114.1.200.122,114.1.200.122,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:05:56 PM UTC",7.3.1,03CRN159_TAMBAS_JAYA_CRN CIREBON WEST JAVA,"August 14, 2021 10:18:05 AM UTC",FOC2522P2LT
REACHABLE,Managed,CRB-TGLR-EN1-C516Z,114.1.200.216,114.1.200.216,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:11:42 PM UTC",7.3.2,03IND140 TEGALURUNG_IND CIREBON WEST JAVA ,"February 8, 2022 12:11:49 PM UTC",FOC2552NAGE
REACHABLE,Managed,CRB-TJUR-EN1-C506Z,114.1.200.69,114.1.200.69,Cisco NCS 540X-6Z18G-SYS-D Router,Completed,"July 20, 2022 10:03:51 PM UTC",7.3.1,03MJL139 TAJUR_MJL WEST JAVA,"June 7, 2021 7:30:40 AM UTC",FOC2447PKAA
REACHABLE,Managed,CRB-TKMD-EN1-C516Z,114.1.200.205,114.1.200.205,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:13:40 PM UTC",7.5.2,03CRN051 TUKMUDAL_CRN_MT WEST JAVA,"March 1, 2022 3:19:26 PM UTC",FOC2615KZ8C
REACHABLE,Managed,CRB-TLAG-EN1-C516Z,114.1.200.210,114.1.200.210,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:15:41 PM UTC",7.3.27,03MJL155 TALAGA_MJL WEST JAVA,"April 13, 2022 7:44:30 PM UTC",FOC2609NH81
REACHABLE,Managed,CRB-TLEA-EN1-C516Z,114.1.200.239,114.1.200.239,Cisco NCS 540X-16Z8Q2C-D Router,Completed,"July 20, 2022 10:16:09 PM UTC",7.3.27,03IND053 TUGU_LELEA_TB WEST JAVA,"April 27, 2022 9:56:55 PM UTC",FOC2613NSLS
REACHABLE,Managed,CRB-TLGA-AN1-C5504,114.1.201.2,114.1.201.2,Cisco NCS 5504,Completed,"July 20, 2022 10:09:43 PM UTC",7.3.1,03MJL007 TALAGA WEST JAVA,"September 9, 2021 6:56:33 PM UTC",FOX2446P57U
REACHABLE,Managed,CRB-TMID-EN1-C516Z,114.1.200.125,114.1.200.125,Cisco NCS 540X-16Z4G8Q2C-D Router,Completed,"July 20, 2022 10:06:54 PM UTC",7.3.1,03IND076 TERMINALINDRAMAYU_PL WEST JAVA,"September 11, 2021 11:45:04 AM UTC",FOC2528NHTC
